text,seg_label,cls_label,ner_label
中原房地产华北区总经理李文杰回顾说，作为早期的经适房项目，像回龙观、天通苑这样的经适房，,B I I I I B I I B I I B I I B I O O B I B I O O B I B I O O B B I O B I I B I O O B I O,房产,B-company I-company I-company I-company I-company O O O B-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O B-address I-address O B-address I-address I-address O O O O O O O
中国社科院城市发展与环境研究中心主任牛凤瑞表示，对于经适房出租，不能承认其既成事实，,B I I I I I I I I I I I I I I I B I B I I B I O B I B I B I I O B I B I O B I I I O,房产,B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government B-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O
将由市住建委或政府委托的其他单位以5700元/平米的价格回购。至于公共租赁房的出租对象、租金制订、,O B B I I I O B I B I O B I B I O O O O O O O B I O B I B I O B I B I B I O O B I B I O B I B I O,房产,O O B-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
记者还了解到，近日回龙观、天通苑等区域的二手房中介公司接受经济适用房业主“自卖自买”的咨询激增，,B I O B I O O B I B B I O B I I O B I O B I I I I I I B I B I B I I B I O B I B I O O B I B I O,房产,B-position I-position O O O O O O O O B-address I-address O B-address I-address I-address O O O O B-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O
近日，北京经济适用房大量出租的现象频频曝光。记者了解到，近日，,B I O B I B I B I I B I B I O B I B I B I O B I B I O O B I O,房产,O O O B-address I-address O O O O O O O O O O O O O O O O O B-position I-position O O O O O O O
如果住房保障部门人力有限，就应立法赋予地方部门如居委会或派出所这方面的权力，并建立举报制度。,B I B I I I I I B I B I O O O B I B I B I B I O B I I O B I I B I I O B I O O B I B I B I O,房产,O O B-government I-government I-government I-government I-government O O O O O O O O O O O O O O O O O B-organization I-organization I-organization O B-government I-government I-government O O O O O O O O O O O O O O O
今天上午，市住房和城乡建设委员会发布了《关于廉租住房实物配租管理若干问题的通知》。,B I I I O B I I I I I I I I I I B I O B I I I I I I I I I I I I I I I I I I I I O,房产,O O O O O B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government O O O B-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book O
海淀区学院路街道工作人员表示，虽不能办理申请登记，但昨日咨询居民非常多，“上午就有20多人，,B I I I I I I I B I I I B I O O B I B I B I B I O O B I B I B I B I O O O B I O O O O B I O,房产,B-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
记者从东营市政府获悉，东营市目前对城市低收入住房困难家庭购买经济适用房实施货币化补贴政策。,B I O B I I I I B I O B I I B I O B I B I I B I B I B I B I B I B I I B I B I I B I B I O,房产,B-position I-position O B-government I-government I-government I-government I-government O O O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
成了上海市政府调控楼市高温的手段。”上海复旦大学房地产研究中心主任华伟指出，“除此之外，,O O B I I I I B I B I B I O B I O O B I I I I I I I I I I I I B I B I B I O O B I I I O,房产,O O B-government I-government I-government I-government I-government O O O O O O O O O O O B-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization B-position I-position B-name I-name O O O O O O O O O
陈辉申购的经济适用房在安苑小区二期，地处石家庄市南二环外，原计划于9月30日交房。“均价2680元/,B I B I O B I B I I O B I B I B I O B I B I I I I I I I O O B I O O O O O O B I O O B I O O O O O O,房产,B-name I-name O O O O O O O O O O O O O O O O O O B-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O
3天后，石家庄市副市长王大虎在接见第三次集体请愿的业主时，把该份审计报告提供给了业主代表。,O B I O B I I I B I I B I I O B I B I I B I B I O B I O O O B I B I I I B I O O B I B I O,房产,O O O O B-address I-address I-address I-address B-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
在本刊记者向石家庄市住房保障和房产管理局副局长肖香宝求证时，他称自己2007年才上任，“,O B I B I O B I I I I I I I I I I I I I B I I B I I B I O O B I B I O O O O O O B I O O,房产,O O O B-position I-position O B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government B-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O
这让业主们很是愤懑。此外，安苑小区一期在购房时经过业主的抗议最终降价，,O O B I O O O B I O B I O B I I I B I O B I O B I B I O B I B I B I O,房产,O O O O O O O O O O O O O B-address I-address I-address I-address O O O O O O O O O O O O O O O O O O
该小区很大程度上是石家庄市有关政府部门的“公务员小区”。,O B I B I B I O O B I I I B I B I I I O B I I I I I I O,房产,O O O O O O O O O B-address I-address I-address I-address O O O O O O O B-address I-address I-address I-address I-address I-address I-address O
最便捷的到达方式：地铁8号线耀华路站1号出口向右走，沿上南路经过国展路继续向前，,O B I O B I B I O B I I I I I I I I I I I I I I I O O B I I B I B I I B I B I O,房产,O O O O O O O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O B-address I-address I-address O O B-address I-address I-address O O O O O
就能到达中国馆1号门；,O O B I B I I I I I O,房产,O O O O B-address I-address I-address I-address I-address I-address O
地点：上海市浦东新区中国馆1号门(上南路近国展路),B I O B I I I I I I I I I I I I I I I I I I I I I,房产,O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address
经适房是生存还是死亡，笔者以为，这本身并不构成问题，,B I O O B I B I B I O B I B I O O B I O O B I B I O,房产,O O O O O O O O O O O B-position I-position O O O O O O O O O O O O O
埃及政府采取了建卫星城经济型住宅、建青年公寓、低息贷款等措施应对住房危机。,B I I I B I O O B I I B I I B I O O B I B I O B I I I O B I B I B I B I O,房产,B-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"使卫星城的空气质量、绿化率等指标大大高于市区，加上埃及政府大力改善投资环境和资本市场,",O B I I O B I I I O B I I O B I B I B I B I O B I B I I I B I B I B I B I O B I B I O,房产,O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O B-government I-government I-government I-government O O O O O O O O O O O O O O
而云锡地产副总张智伟也曾表示，除了资金，开发商更担心蒜村经适房的销售。,B B I I I I I B I I O O B I O B I B I O B I I O B I B I I B I O B I O,房产,O B-position I-position I-position I-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O B-address I-address O O O O O O O
一方面，申购门槛在逐步放宽。子君村项目的申购条件是家庭人均月收入低于425元，,B I I O B I B I O B I B I O B I I B I O B I B I O B I B I O B I B I O O O O O,房产,O O O O O O O O O O O O O O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O
近日，蒜村经适房的初步预售价格已确定为2470元/平方米，高于子君村370元/平方米。,B I O B I I B I O B I B I B I O B I O O O O O O O B I I O B I B I I O O O O O B I I O,房产,O O O B-address I-address O O O O O O O O O O O O O O O O O O O O O O O O O O B-address I-address I-address O O O O O O O O O
与如今过半房子无人问津的状况形成鲜明对比。究竟是什么原因让子君村经适房出现大规模滞销？,O B I B I B I B I I I O B I B I B I I I O B I O B I B I B B I I I B I B I B I I B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-address I-address I-address O O O O O O O O O O O
